GeneID	AS_1ngS1_3	AS_1ngS1_4	AS_1ngS1_8	AS_1ngS1_7	AS_1ngS1_6	AS_1ngS1_2	AS_1ngS1_5	AS_1ngS1_1	AS_1ngS2_3	AS_1ngS2_1	AS_1ngS2_4	AS_1ngS2_2	AS_1ngS2_5	AS_1ngS2_7	AS_1ngS2_8	AS_1ngS2_6
ENSG00000271200.1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000203965.12	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0
ENSG00000162437.14	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265996.1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000229956.9	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172260.13	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225087.1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0
ENSG00000254685.6	3	0	0	0	0	0	0	2	1	1	1	0	0	1	0	1
ENSG00000137959.15	2	0	0	0	0	2	0	0	0	0	1	1	1	1	1	0
ENSG00000271576.1	1	0	1	0	2	0	1	1	0	0	1	1	0	0	1	1
ENSG00000097096.8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000142867.12	0	1	0	0	0	1	1	0	1	0	0	1	1	3	1	0
ENSG00000117174.10	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1
ENSG00000153936.16	1	1	1	0	1	0	0	1	1	0	1	2	0	0	0	0
ENSG00000272931.1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000097046.12	0	0	1	1	2	0	0	2	0	0	1	0	0	2	1	1
ENSG00000154511.11	1	0	1	0	0	0	0	0	1	0	0	2	0	0	0	0
ENSG00000137936.16	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0	0
ENSG00000198691.11	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000143036.16	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000188641.12	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
ENSG00000099260.10	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1
ENSG00000156869.12	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000156876.9	0	0	3	1	2	1	4	3	2	2	4	4	4	0	1	1
ENSG00000122435.9	0	0	0	0	0	0	1	0	0	0	0	3	1	0	1	0
ENSG00000233184.6	1	3	0	0	1	0	0	0	1	0	1	3	1	0	0	0
ENSG00000198890.7	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0
ENSG00000085433.15	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0
ENSG00000197780.9	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000215717.5	1	0	0	0	0	0	2	0	0	0	0	1	0	0	2	1
ENSG00000168765.15	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000198758.10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000143093.14	1	0	1	0	0	0	0	0	1	0	1	2	0	0	0	0
ENSG00000116396.13	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
ENSG00000273373.1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000273010.1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000134255.13	3	0	2	0	0	0	0	0	2	0	1	0	0	0	1	2
ENSG00000155363.18	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0
ENSG00000081026.18	0	1	1	1	1	0	0	0	1	1	1	0	1	0	0	0
ENSG00000118655.4	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1
ENSG00000175984.14	0	0	0	0	1	0	0	0	0	0	0	1	1	2	1	0
ENSG00000173218.14	0	0	0	0	1	0	1	0	0	0	2	3	0	0	0	0
ENSG00000134247.9	1	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0
ENSG00000231365.5	0	1	1	1	0	0	0	1	0	1	0	0	0	0	0	0
ENSG00000270231.3	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0
ENSG00000188610.12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237343.1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272419.5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000117262.18	1	0	0	1	3	1	0	1	1	1	1	0	0	1	0	2
ENSG00000271601.3	2	0	0	1	0	0	0	1	0	1	1	3	0	0	0	0
ENSG00000272031.2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
ENSG00000264343.5	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	1
ENSG00000131791.7	0	1	0	0	0	0	0	0	0	0	0	2	0	0	2	0
ENSG00000237188.3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000116128.9	0	0	0	0	0	1	1	0	1	0	1	2	0	0	0	0
ENSG00000162836.11	0	0	1	0	0	1	1	1	1	0	0	1	0	1	2	0
ENSG00000263956.5	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000274020.1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
ENSG00000280649.1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000203812.2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000118292.8	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0
ENSG00000143382.13	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000143452.15	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0
ENSG00000143437.20	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0
ENSG00000143379.12	0	1	1	1	0	0	0	0	0	0	0	0	0	0	2	0
ENSG00000143458.11	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0
ENSG00000163155.11	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0
ENSG00000143398.19	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
ENSG00000143393.16	0	0	0	1	0	0	1	1	1	1	1	0	1	1	0	0
ENSG00000232536.1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000196407.11	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238279.1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000196420.7	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
ENSG00000188015.9	1	1	1	0	2	1	0	3	2	3	0	2	0	1	2	1
ENSG00000169418.9	1	0	1	0	0	0	0	1	2	1	0	1	0	0	0	0
ENSG00000143624.13	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0
ENSG00000223599.1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000160741.16	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	1
ENSG00000272654.1	2	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0
ENSG00000160714.9	0	1	1	0	2	0	0	0	0	0	0	3	1	0	0	1
ENSG00000270361.1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000160691.18	0	1	0	0	0	0	0	0	0	1	1	3	0	1	0	0
ENSG00000160685.13	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
ENSG00000232093.1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
ENSG00000143590.13	0	3	0	0	2	0	0	0	0	3	0	1	0	1	1	0
ENSG00000185499.16	1	2	0	0	1	0	1	0	1	0	0	1	0	0	0	0
ENSG00000177628.15	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000176444.18	0	1	0	0	0	0	2	0	0	0	2	0	2	1	2	0
ENSG00000225855.6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000160803.7	1	0	0	0	1	1	0	0	0	0	0	0	1	0	1	2
ENSG00000196189.12	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000236947.5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000116604.17	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0
ENSG00000183856.10	0	2	1	0	0	1	0	1	0	0	0	0	0	0	1	1
ENSG00000272405.1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1
ENSG00000237588.2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000143320.8	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000027869.11	1	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0
ENSG00000237842.2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000183853.17	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000158716.8	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
ENSG00000224259.5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000162729.13	2	0	0	0	1	1	0	0	0	0	0	0	0	2	0	0
ENSG00000132716.18	0	0	0	0	1	0	1	0	1	0	0	1	0	0	1	1
ENSG00000228606.1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000158769.17	0	0	1	2	1	0	2	1	1	0	0	3	0	0	2	0
ENSG00000158773.14	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1
ENSG00000158796.16	0	0	0	1	1	0	0	3	1	0	0	1	0	0	2	1
ENSG00000224985.1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000198929.12	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	2
ENSG00000198574.5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000185630.18	0	1	0	2	2	0	1	1	1	0	0	3	1	2	0	3
ENSG00000143190.21	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1
ENSG00000213062.4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000117586.10	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000203739.3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000076321.10	0	1	0	0	0	0	0	0	2	0	0	0	2	0	0	1
ENSG00000120334.15	0	0	0	2	1	0	2	1	0	1	0	1	0	0	0	1
ENSG00000185278.14	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
ENSG00000152061.21	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0
ENSG00000224687.1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000116199.11	0	0	0	1	1	1	1	0	1	0	0	0	0	1	0	0
ENSG00000116260.16	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000143324.13	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000135823.13	1	2	2	0	1	0	3	0	0	0	1	2	0	2	1	1
ENSG00000153029.14	0	0	1	0	0	0	0	0	0	1	0	1	0	1	1	3
ENSG00000237292.1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000135821.16	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1
ENSG00000143333.6	1	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0
ENSG00000135862.5	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1
ENSG00000116406.18	0	1	1	1	0	0	1	1	0	2	1	1	0	0	0	0
ENSG00000121481.10	0	1	0	0	1	1	0	1	0	0	0	0	0	1	0	0
ENSG00000238061.2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000116668.12	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000116690.11	0	1	1	0	0	0	0	2	0	0	1	0	0	1	0	0
ENSG00000073756.11	0	1	0	0	1	1	0	1	2	1	1	0	0	0	0	0
ENSG00000273129.1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000238054.1	0	1	1	0	1	1	0	0	0	0	0	1	0	0	0	1
ENSG00000162687.16	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000244414.6	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0
ENSG00000134376.14	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	1
ENSG00000213047.11	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0
ENSG00000162702.7	0	0	0	0	0	0	1	0	1	0	3	3	0	0	1	1
ENSG00000116852.14	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000273478.1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234678.1	1	0	0	0	0	0	1	0	0	0	2	0	1	0	0	0
ENSG00000143862.7	1	1	2	1	1	0	0	1	1	1	0	0	1	1	1	2
ENSG00000232626.3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000077157.20	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0
ENSG00000117153.15	0	0	0	3	0	0	2	0	0	0	1	0	0	0	0	1
ENSG00000143847.15	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000058668.14	0	0	1	0	0	0	0	0	0	0	0	3	0	1	0	0
ENSG00000143850.12	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000133056.13	0	0	0	0	2	1	0	0	0	1	0	0	0	0	1	0
ENSG00000133059.16	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1
ENSG00000163545.8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000158711.13	2	0	0	0	1	1	3	1	0	0	3	2	0	1	0	1
ENSG00000196550.10	1	2	0	0	0	0	0	0	1	2	0	0	1	0	0	0
ENSG00000143479.15	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
ENSG00000182795.12	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000123836.14	2	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0
ENSG00000237074.1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000274245.1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000203709.9	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000196878.12	0	0	2	0	0	1	1	0	0	0	0	3	0	0	0	3
ENSG00000117625.13	1	1	1	0	1	0	1	0	0	1	0	1	2	0	1	0
ENSG00000082512.14	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1
ENSG00000228792.2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
ENSG00000143493.12	0	0	0	0	2	3	1	0	1	1	0	1	1	0	0	1
ENSG00000065600.12	3	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0
ENSG00000260805.2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000162769.12	0	1	0	0	1	0	0	0	1	0	0	2	1	1	2	0
ENSG00000092978.10	0	1	2	1	1	0	2	5	0	0	0	0	0	0	0	1
ENSG00000116141.15	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000117791.15	0	0	1	0	1	3	0	2	1	0	0	1	0	0	1	2
ENSG00000136630.12	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000143507.17	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000143498.17	1	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0
ENSG00000225265.1	1	1	1	0	0	0	1	2	0	0	0	0	0	0	0	0
ENSG00000143756.11	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232628.5	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
ENSG00000237101.1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000154380.16	3	1	1	0	1	0	0	0	0	1	0	2	0	1	2	0
ENSG00000242861.1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000143751.9	0	1	0	1	0	0	0	0	2	1	0	0	0	1	0	0
ENSG00000272562.1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000183814.15	0	1	2	0	0	1	0	1	0	0	1	0	0	1	0	0
ENSG00000163050.16	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000143776.18	0	1	0	0	1	0	2	0	0	1	0	0	0	1	0	1
ENSG00000143793.12	1	4	0	1	3	1	3	0	3	2	1	3	3	2	0	4
ENSG00000162913.9	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000154358.19	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
ENSG00000154370.13	4	0	0	0	0	0	1	0	0	0	2	1	0	0	0	0
ENSG00000279306.1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000168159.10	0	1	2	0	1	0	2	1	0	1	2	3	1	0	2	0
ENSG00000177788.5	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000135763.9	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0
ENSG00000177614.9	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000162946.20	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000135749.18	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0
ENSG00000183780.12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000059588.9	1	1	0	1	1	1	0	1	0	0	0	0	0	0	1	0
ENSG00000238005.2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000086619.13	0	0	1	1	0	1	0	1	0	2	0	0	0	0	0	1
ENSG00000215808.2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000162852.13	0	1	0	1	0	0	0	1	0	0	1	0	0	1	0	0
ENSG00000225300.1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000188295.14	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0
ENSG00000196418.12	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0
ENSG00000184731.5	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000130508.10	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
ENSG00000186487.17	0	0	0	1	0	1	1	0	0	0	0	1	2	0	0	1
ENSG00000171853.15	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0
ENSG00000235078.1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
ENSG00000115738.9	2	2	0	0	2	1	1	1	1	1	1	0	0	1	1	4
ENSG00000271855.1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000244260.1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000134317.17	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000272524.1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000115761.15	3	0	1	0	2	1	0	0	2	2	2	5	1	1	0	0
ENSG00000162976.12	1	0	1	1	0	0	1	1	2	1	0	0	0	2	0	0
ENSG00000134324.11	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0
ENSG00000118965.14	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0
ENSG00000115884.10	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0
ENSG00000055917.15	2	1	1	0	1	0	0	0	1	0	0	0	0	0	0	1
ENSG00000143878.9	0	3	1	0	4	1	0	1	0	0	0	2	1	2	2	3
ENSG00000228950.1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279307.1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000270100.1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000118961.14	0	1	2	0	1	1	0	0	0	0	2	0	0	0	0	1
ENSG00000119771.14	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000119778.14	1	0	0	0	2	0	0	0	0	0	1	1	0	0	1	0
ENSG00000119782.13	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000198399.14	3	0	1	0	0	0	0	2	0	1	0	2	3	0	1	1
ENSG00000084676.15	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0
ENSG00000138092.10	1	1	0	1	0	1	0	1	0	2	0	1	1	0	2	1
ENSG00000084764.10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000138080.13	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000138030.12	1	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0
ENSG00000138073.13	1	4	0	2	0	0	0	0	0	0	0	2	1	0	2	1
ENSG00000138074.14	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1
ENSG00000115207.13	1	0	0	0	2	1	1	1	0	1	0	2	0	1	0	1
ENSG00000234072.1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
ENSG00000243943.9	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0
ENSG00000115295.19	0	0	0	0	0	0	1	0	0	0	2	1	0	0	0	0
ENSG00000213626.11	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172954.13	0	2	1	1	1	0	0	0	0	2	1	1	1	0	0	2
ENSG00000021574.11	1	0	0	1	1	1	0	0	0	0	0	1	3	1	0	1
ENSG00000264352.2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163171.7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000115841.19	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
ENSG00000138061.11	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSG00000213553.4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000143891.16	1	1	0	2	1	0	2	0	0	1	1	2	0	0	0	0
ENSG00000115904.12	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1
ENSG00000011566.14	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	2
ENSG00000230587.1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000143919.14	2	0	0	2	0	0	1	1	0	0	0	2	0	0	0	0
ENSG00000170577.7	0	0	0	1	0	1	0	0	0	1	1	1	0	0	0	1
ENSG00000068724.15	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1
ENSG00000233230.1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272663.1	0	0	0	1	1	0	0	1	0	1	0	0	1	0	0	0
ENSG00000115239.21	1	0	0	0	1	1	0	0	1	0	0	0	0	1	0	1
ENSG00000226702.1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000162927.13	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000212978.6	1	3	1	1	4	1	1	2	2	1	0	1	1	1	2	2
ENSG00000270820.5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000186889.9	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000231609.5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000115507.9	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000143951.15	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000197329.11	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000119862.12	0	0	1	0	2	3	1	1	0	1	0	1	1	0	1	0
ENSG00000260101.1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000179833.4	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
ENSG00000011523.13	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000232164.1	0	1	1	0	0	0	1	0	0	1	0	2	1	0	0	1
ENSG00000243667.6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221823.10	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	1
ENSG00000204923.3	1	1	1	0	2	3	0	1	0	0	2	0	0	0	0	1
ENSG00000183607.9	0	2	0	0	0	0	0	0	0	1	0	0	0	0	1	0
ENSG00000169605.5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000059728.10	0	1	0	0	1	0	0	2	0	1	1	0	0	1	0	0
ENSG00000115998.7	0	0	0	1	0	2	0	0	0	1	0	1	0	0	0	0
ENSG00000239322.1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000144043.11	1	0	2	1	2	1	0	1	0	1	0	2	1	1	0	1
ENSG00000144036.14	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0
ENSG00000116127.17	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0
ENSG00000163017.13	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237883.1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257800.1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000114993.15	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0
ENSG00000115275.11	0	0	0	1	2	1	0	1	0	0	0	1	0	0	0	0
ENSG00000135637.13	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000186854.10	1	1	0	0	1	1	0	0	0	0	1	0	0	0	2	1
ENSG00000042445.13	0	1	1	0	3	0	0	1	0	0	0	1	1	0	0	1
ENSG00000207207.1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000152292.16	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
ENSG00000115486.11	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0
ENSG00000168899.4	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0
ENSG00000168878.16	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
ENSG00000168874.12	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000068615.16	0	2	1	0	0	0	0	0	0	1	1	0	1	0	0	1
ENSG00000115548.16	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0
ENSG00000239305.6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234028.3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000174501.14	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0
ENSG00000084090.13	6	3	0	1	3	2	0	2	2	4	2	4	2	3	0	2
ENSG00000114982.17	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000114988.11	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0
ENSG00000168763.15	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0
ENSG00000163126.14	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000135976.16	0	0	0	1	3	2	0	0	0	1	0	1	0	0	0	0
ENSG00000040933.15	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000196872.10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000135951.14	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
ENSG00000273155.1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000185674.9	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000135945.9	2	1	1	0	1	1	0	0	2	1	4	1	0	0	0	1
ENSG00000115526.10	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000158435.7	1	1	1	0	0	0	0	1	0	1	3	1	2	1	0	0
