GeneID	AS_1ngS1_3	AS_1ngS1_4	AS_1ngS1_8	AS_1ngS1_7	AS_1ngS1_6	AS_1ngS1_2	AS_1ngS1_5	AS_1ngS1_1	AS_1ngS2_3	AS_1ngS2_1	AS_1ngS2_4	AS_1ngS2_2	AS_1ngS2_5	AS_1ngS2_7	AS_1ngS2_8	AS_1ngS2_6
ENSG00000135966.12	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272994.1	0	0	0	1	1	0	0	1	0	1	0	1	0	0	0	0
ENSG00000115652.14	0	1	0	0	2	2	2	1	0	0	1	2	0	4	0	1
ENSG00000204588.5	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0
ENSG00000153107.11	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0
ENSG00000188177.13	0	1	0	0	1	0	0	0	0	1	2	1	0	0	1	1
ENSG00000114999.7	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1
ENSG00000125630.15	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000125637.15	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000115084.12	0	0	0	0	0	1	0	1	0	2	2	1	0	1	0	1
ENSG00000279227.1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000125629.14	0	0	3	1	0	2	1	1	0	1	0	0	0	1	3	2
ENSG00000186132.14	0	0	0	0	1	0	2	0	0	0	1	1	1	0	0	1
ENSG00000226479.3	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
ENSG00000236859.6	0	0	0	1	2	0	0	2	1	0	0	1	0	1	0	0
ENSG00000163161.12	2	1	1	0	1	0	0	0	1	0	1	1	0	0	1	0
ENSG00000163166.13	0	1	2	1	1	0	1	0	0	0	1	1	0	0	2	0
ENSG00000144233.9	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000136715.17	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
ENSG00000152117.17	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000272769.1	0	0	1	0	0	0	0	0	1	0	0	0	2	0	0	0
ENSG00000121988.17	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0
ENSG00000231890.7	1	1	0	1	1	1	0	0	0	1	0	0	0	0	0	0
ENSG00000228043.5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000144228.8	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000121964.14	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0
ENSG00000121989.14	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000187123.14	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000123610.4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000157827.19	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	2
ENSG00000153234.13	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0
ENSG00000115267.5	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
ENSG00000233255.1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236283.3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000138399.17	0	0	0	0	2	0	0	1	0	0	0	0	0	0	1	1
ENSG00000213160.9	1	0	2	2	1	0	0	1	0	1	0	0	1	2	1	1
ENSG00000115840.13	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0
ENSG00000232788.1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163328.13	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000226853.2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000128709.11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000175879.8	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0
ENSG00000213963.6	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
ENSG00000197557.6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000079150.17	2	1	2	0	1	1	0	1	0	0	0	2	0	0	0	0
ENSG00000187231.13	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1
ENSG00000128694.11	1	0	1	0	1	1	0	0	0	1	0	0	0	1	1	0
ENSG00000253559.1	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0
ENSG00000064933.16	2	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0
ENSG00000151690.14	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000189362.11	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0
ENSG00000138386.16	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2	1
ENSG00000115419.12	1	0	0	0	0	3	0	0	0	1	0	1	0	0	0	2
ENSG00000128641.17	1	0	1	1	1	0	2	1	1	0	0	0	0	0	1	0
ENSG00000234919.1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000118997.13	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000197121.14	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000222017.1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226124.6	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000178074.5	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000138356.13	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSG00000230408.3	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
ENSG00000013441.15	1	1	0	0	0	1	0	0	2	0	1	0	0	0	1	1
ENSG00000155744.9	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0
ENSG00000003400.14	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000064012.21	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0
ENSG00000231903.1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204217.12	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
ENSG00000138439.11	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
ENSG00000163596.16	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000138443.15	2	2	0	1	2	0	1	0	0	0	0	2	0	0	0	0
ENSG00000173166.17	0	0	0	0	0	1	0	1	1	0	1	1	0	0	0	0
ENSG00000114933.15	0	0	0	1	0	1	0	1	0	0	0	1	0	1	0	0
ENSG00000183671.12	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000115020.16	0	0	0	0	0	0	0	2	0	0	0	0	1	1	0	0
ENSG00000229267.2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000115425.13	2	0	0	0	0	0	1	0	0	2	1	2	0	0	0	0
ENSG00000138375.12	1	0	0	0	1	0	0	0	1	0	0	1	0	1	1	0
ENSG00000261338.2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000144579.7	1	0	0	1	1	1	0	0	0	1	0	1	1	0	0	1
ENSG00000135912.10	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000144567.10	0	1	0	0	0	0	0	0	0	2	1	1	0	0	0	0
ENSG00000115657.12	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1
ENSG00000115661.13	1	0	0	1	0	1	2	0	1	0	0	0	0	0	0	0
ENSG00000124006.14	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224826.1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000144468.16	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000081052.11	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0
ENSG00000169031.18	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0
ENSG00000173744.17	1	1	0	1	2	2	1	2	0	0	1	1	1	0	3	2
ENSG00000115009.11	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000232023.2	0	0	2	1	0	0	1	0	2	0	0	0	1	0	0	0
ENSG00000153832.11	0	0	0	1	0	0	0	2	0	1	0	0	0	1	0	0
ENSG00000185404.16	2	0	0	0	2	0	2	1	0	2	0	0	0	0	1	0
ENSG00000135931.17	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	1
ENSG00000171596.6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000144524.17	0	0	0	1	1	1	0	1	0	0	1	0	0	0	0	0
ENSG00000221944.4	1	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0
ENSG00000066248.14	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000085978.21	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000077044.9	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0
ENSG00000157985.17	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000124839.12	0	1	1	0	1	1	0	0	0	0	0	1	0	0	0	0
ENSG00000132330.16	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	1
ENSG00000144485.10	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0
ENSG00000132326.11	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
ENSG00000222020.2	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0
ENSG00000188542.9	0	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0
ENSG00000176946.11	0	0	2	3	0	0	1	1	0	0	0	1	0	1	1	0
ENSG00000180902.16	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000220804.8	0	1	0	0	1	0	1	1	1	0	0	0	0	0	1	0
ENSG00000180914.10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000156983.15	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0
ENSG00000114026.21	1	0	1	0	2	2	0	3	1	0	0	2	1	0	2	0
ENSG00000134072.10	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0
ENSG00000214021.15	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000163704.11	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000269982.1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000157014.10	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000196639.6	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000144560.13	1	1	0	0	1	0	1	2	0	1	2	0	1	1	0	2
ENSG00000157150.4	1	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0
ENSG00000088726.15	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000132182.11	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	1
ENSG00000131389.16	0	1	0	0	0	0	0	1	0	0	0	2	0	0	0	0
ENSG00000177463.15	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0
ENSG00000131381.12	1	0	0	1	0	0	0	0	0	1	0	3	0	1	1	0
ENSG00000131370.15	0	0	0	0	1	0	1	2	1	0	0	0	1	0	0	0
ENSG00000224660.1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249786.7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000154822.15	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0
ENSG00000131374.14	1	0	1	0	1	0	1	1	1	0	0	0	0	0	1	0
ENSG00000151789.9	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000197885.10	4	1	0	1	0	1	0	2	0	0	0	0	1	0	0	1
ENSG00000174738.12	0	0	0	1	0	1	0	1	0	0	1	2	0	1	0	1
ENSG00000224822.1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000091317.7	0	1	2	2	0	0	1	2	2	0	2	4	4	0	1	2
ENSG00000168016.13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000178567.7	1	0	1	1	3	0	0	0	0	0	0	1	0	0	0	0
ENSG00000224858.5	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000093167.17	0	3	1	0	3	2	0	0	2	1	2	1	3	1	2	0
ENSG00000144677.14	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000136059.14	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000060971.17	2	1	2	0	1	2	1	0	1	1	0	1	0	0	1	1
ENSG00000093217.9	2	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0
ENSG00000114739.13	0	0	1	0	0	0	0	1	1	0	1	0	1	1	0	0
ENSG00000157036.12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000182606.14	1	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0
ENSG00000114853.13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000144647.5	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0
ENSG00000163788.13	0	0	0	1	0	0	0	0	1	0	2	1	0	0	0	1
ENSG00000011198.7	0	0	0	1	3	0	3	0	1	0	0	4	0	0	0	1
ENSG00000271937.1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000169981.10	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000249992.1	2	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0
ENSG00000144791.9	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000163820.14	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000268324.2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000178038.16	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
ENSG00000181555.19	1	0	2	0	1	0	2	2	2	1	1	2	2	1	3	0
ENSG00000227398.3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260236.1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000076201.14	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000114650.18	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0
ENSG00000164045.11	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000164050.12	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000164053.17	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
ENSG00000114268.11	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000114270.15	1	2	2	1	0	0	0	1	0	1	0	1	0	0	1	0
ENSG00000213672.7	0	0	0	0	2	0	0	0	0	0	1	1	1	0	0	1
ENSG00000178537.9	0	0	0	0	1	0	0	1	1	0	0	0	0	0	2	1
ENSG00000235236.1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0
ENSG00000273211.1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1
ENSG00000172046.18	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0
ENSG00000145029.11	0	0	0	1	0	0	1	1	1	0	0	0	1	0	0	0
ENSG00000164062.12	1	0	1	0	1	1	0	2	0	0	1	2	0	2	1	2
ENSG00000164068.15	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
ENSG00000183763.8	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000004534.14	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1
ENSG00000001617.11	0	0	0	0	0	0	2	0	0	0	1	0	0	1	0	0
ENSG00000243477.5	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0
ENSG00000114378.16	0	1	0	0	0	0	0	2	0	0	0	2	0	1	0	0
ENSG00000114735.9	1	1	0	0	0	0	1	0	0	0	0	1	0	1	2	1
ENSG00000114738.10	0	1	3	2	3	1	0	1	0	1	1	0	0	0	1	0
ENSG00000259956.1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000041880.14	1	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0
ENSG00000090097.20	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
ENSG00000164086.9	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000164088.17	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1
ENSG00000168237.17	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
ENSG00000163930.9	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0
ENSG00000114854.7	1	3	1	1	0	1	4	3	2	2	0	0	0	1	1	2
ENSG00000010322.15	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000114904.12	1	0	1	1	0	0	0	0	1	0	0	2	0	0	0	0
ENSG00000213533.11	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000056736.9	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000239991.1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
ENSG00000114251.13	0	0	0	0	1	1	0	0	3	0	1	0	0	0	0	1
ENSG00000163666.8	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000174840.8	0	1	2	0	1	0	0	0	0	0	1	0	0	0	0	0
ENSG00000272146.5	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
ENSG00000174839.12	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0
ENSG00000168297.15	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1
ENSG00000163635.17	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0
ENSG00000163378.13	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000144747.14	3	0	2	1	0	3	1	0	2	0	0	0	1	0	3	1
ENSG00000114541.14	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
ENSG00000163602.9	0	2	0	1	1	1	0	0	0	0	1	2	0	0	0	0
ENSG00000144736.13	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0
ENSG00000244026.6	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0
ENSG00000175105.5	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1
ENSG00000184500.14	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
ENSG00000080224.17	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000057019.15	0	0	0	0	1	0	0	0	1	0	0	2	0	0	0	0
ENSG00000242299.1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000066422.4	1	0	0	0	0	0	2	0	0	0	0	1	2	1	0	0
ENSG00000144815.14	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0
ENSG00000144802.11	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243701.5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000144824.19	0	0	2	0	0	0	1	1	0	0	1	4	1	3	0	0
ENSG00000114529.12	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000163608.14	0	0	0	0	1	1	1	0	0	1	0	2	2	0	0	0
ENSG00000178075.19	0	0	1	0	0	0	0	0	1	0	0	0	1	2	0	0
ENSG00000240922.1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000163389.10	0	1	1	0	0	0	1	0	0	1	0	2	0	2	1	0
ENSG00000153767.9	1	0	1	0	1	0	0	0	0	0	0	2	1	0	0	0
ENSG00000051341.13	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	1
ENSG00000173226.16	1	0	1	1	0	1	0	0	0	1	1	0	1	0	0	0
ENSG00000145088.8	2	0	0	1	0	0	0	0	0	0	0	3	0	2	0	0
ENSG00000121552.3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000196981.3	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0
ENSG00000173200.12	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000272678.1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000239523.5	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0
ENSG00000160145.15	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000082781.11	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0
ENSG00000173706.12	1	0	2	1	1	0	0	0	1	0	0	1	0	0	1	0
ENSG00000241288.7	0	2	0	0	0	0	0	1	0	0	0	0	0	0	1	0
ENSG00000114631.10	0	1	0	0	0	0	0	1	0	0	1	1	0	0	1	1
ENSG00000114626.17	0	0	0	3	0	0	1	0	1	1	0	1	0	0	2	0
ENSG00000244300.2	2	0	0	1	2	1	1	3	0	0	0	3	1	3	1	2
ENSG00000273437.1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000181789.14	0	1	0	0	1	0	0	2	0	0	0	1	0	0	2	1
ENSG00000034533.11	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1
ENSG00000138246.15	0	0	1	0	0	0	0	0	2	0	0	0	0	1	0	0
ENSG00000240303.7	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0
ENSG00000154917.10	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000174579.3	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
ENSG00000239213.5	0	0	1	0	0	0	1	0	0	0	2	1	0	0	1	0
ENSG00000138231.12	1	1	0	0	0	2	1	0	0	0	0	0	1	0	2	0
ENSG00000177311.10	0	3	1	0	1	2	0	0	3	0	1	2	0	0	0	2
ENSG00000155903.11	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000175054.14	1	0	2	0	1	0	1	0	1	1	1	1	0	0	0	0
ENSG00000120756.12	1	0	0	1	0	0	0	0	0	0	1	1	1	0	1	0
ENSG00000152952.11	1	1	1	2	0	0	0	1	1	0	2	3	1	0	0	0
ENSG00000144891.17	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000047457.13	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
ENSG00000018408.14	1	1	2	1	5	1	0	0	0	2	1	4	0	1	0	1
ENSG00000196428.12	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1
ENSG00000240137.5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244268.1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000196549.10	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
ENSG00000272990.1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163659.12	0	0	0	0	1	0	0	0	1	0	1	0	0	1	1	1
ENSG00000250588.6	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
ENSG00000213186.7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000240792.1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163536.12	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
ENSG00000184378.2	0	2	0	1	0	0	0	1	0	1	0	0	0	1	0	0
ENSG00000173890.16	1	0	0	2	0	0	1	1	0	0	1	1	0	0	0	0
ENSG00000121858.10	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0
ENSG00000144959.9	0	0	1	0	0	1	1	0	0	0	0	2	1	0	1	0
ENSG00000121879.3	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0
ENSG00000171109.18	1	1	0	0	0	0	1	1	0	3	2	1	0	0	1	2
ENSG00000058056.8	0	1	0	1	0	0	1	0	2	1	1	1	0	0	0	0
ENSG00000058063.15	0	1	0	2	1	1	0	0	0	0	0	1	0	0	0	2
ENSG00000240024.5	1	0	0	0	0	0	0	1	1	0	1	0	0	1	1	0
ENSG00000163872.15	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0
ENSG00000272721.5	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000161202.17	0	0	1	0	0	1	0	1	0	0	1	1	0	0	0	1
ENSG00000163888.3	2	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0
ENSG00000175182.13	1	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0
ENSG00000163900.10	2	2	4	0	3	0	1	0	2	0	2	2	3	0	0	1
ENSG00000163898.9	0	0	0	0	0	1	0	0	1	0	1	0	0	0	2	1
ENSG00000127241.16	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000145012.12	2	1	2	1	0	1	0	0	2	0	1	1	3	1	1	3
ENSG00000188001.9	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000196083.9	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0
ENSG00000180611.6	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0
ENSG00000214145.6	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1
ENSG00000231770.5	2	1	0	2	1	1	0	0	0	0	0	0	0	0	0	0
ENSG00000229334.1	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0
ENSG00000173950.15	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0
ENSG00000229178.1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000061938.16	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0
ENSG00000185485.14	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000174013.7	0	1	0	0	0	1	0	2	1	0	0	0	0	1	1	0
ENSG00000174007.7	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSG00000228109.1	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0
ENSG00000145016.13	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0
ENSG00000185621.11	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000178950.16	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000127419.16	1	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0
ENSG00000127418.14	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000090316.15	1	1	0	0	0	0	0	2	1	0	1	0	0	0	0	2
ENSG00000168936.10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000185049.12	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1
ENSG00000087266.15	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000087274.16	0	0	1	0	1	0	0	0	0	2	1	0	0	0	0	0
ENSG00000109736.14	0	1	2	0	0	1	0	0	0	0	1	1	0	1	1	0
ENSG00000087269.15	1	0	3	0	1	0	1	1	0	0	0	2	0	0	0	0
ENSG00000197386.10	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000251669.5	1	0	0	0	1	0	1	0	0	0	0	1	0	1	0	1
ENSG00000168818.9	2	0	1	0	0	0	1	1	0	1	3	3	0	4	0	0
ENSG00000163995.18	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249780.1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000157869.14	2	1	0	2	0	1	2	2	0	1	1	2	0	0	2	0
ENSG00000038219.12	4	0	0	1	2	3	3	1	0	1	2	1	1	1	0	2
ENSG00000118564.14	0	1	0	0	0	1	2	0	0	0	0	1	0	1	1	1
ENSG00000137440.4	1	0	1	1	3	0	0	0	0	0	0	0	0	2	0	0
ENSG00000163257.10	1	1	1	1	0	1	0	0	1	0	0	0	0	0	0	2
