Variable	GG_1ngS1_1	GG_1ngS1_2	GG_1ngS1_3	GG_1ngS1_4	GG_1ngS1_5	GG_1ngS1_6	GG_1ngS1_7	GG_1ngS1_8	GG_1ngS2_1	GG_1ngS2_2	GG_1ngS2_3	GG_1ngS2_4	GG_1ngS2_5	GG_1ngS2_6	GG_1ngS2_7	GG_1ngS2_8
ENSG00000180318.3	7	11	3	6	5	6	3	1	0	2	2	4	1	2	3	2
ENSG00000198774.4	0	0	0	1	2	1	1	1	1	0	1	3	1	0	1	0
ENSG00000133636.10	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0
ENSG00000133641.17	2	1	4	3	2	9	2	3	1	1	2	1	3	5	2	1
ENSG00000198707.14	3	1	3	2	0	1	1	1	0	3	2	0	0	2	4	1
ENSG00000139324.11	0	0	0	0	0	1	0	0	0	1	2	0	1	1	4	1
ENSG00000139318.7	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
ENSG00000226982.4	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000257594.3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000270344.2	3	0	0	0	0	0	0	0	2	0	1	1	0	0	0	0
ENSG00000139323.13	0	1	1	2	0	2	1	1	0	0	0	0	1	2	2	3
ENSG00000258302.2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000271614.1	1	0	0	0	1	0	0	1	0	2	1	0	0	1	0	0
ENSG00000070961.14	3	7	8	4	2	3	6	3	3	8	8	5	5	8	5	6
ENSG00000011465.16	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
ENSG00000257242.6	0	0	3	1	0	0	0	0	0	0	0	0	0	1	0	2
ENSG00000245904.3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000133639.4	6	7	9	6	7	4	10	3	4	15	6	9	3	7	5	2
ENSG00000102189.16	0	1	3	1	1	2	2	1	0	4	3	2	2	2	0	0
ENSG00000256393.1	0	1	0	0	0	0	1	0	0	0	0	0	1	3	0	0
ENSG00000257322.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
ENSG00000257512.1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000173598.13	1	2	2	0	0	2	1	0	0	3	1	1	1	0	0	2
ENSG00000177889.9	12	12	22	15	10	19	11	20	16	11	20	9	14	18	19	18
ENSG00000198015.12	13	23	14	22	12	16	18	13	14	30	24	17	11	24	7	13
ENSG00000120833.13	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000169372.12	2	1	1	2	2	3	1	3	2	2	2	3	1	2	0	0
ENSG00000258303.1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000213250.5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000173588.14	1	1	1	0	1	0	1	0	0	2	0	0	0	0	0	0
ENSG00000278916.1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000057704.10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000184752.12	36	38	49	51	49	47	54	44	39	41	54	50	24	39	37	32
ENSG00000120798.16	1	2	1	3	1	2	1	2	0	1	0	0	0	1	0	1
ENSG00000180263.13	2	2	0	2	0	0	0	0	0	1	0	1	0	1	0	0
ENSG00000028203.17	2	0	1	0	1	0	1	0	1	3	2	1	1	1	0	1
ENSG00000257666.1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000111142.13	5	10	9	8	5	4	9	18	8	5	7	10	3	4	7	3
ENSG00000257150.3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000074527.11	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0
ENSG00000258292.1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000139343.10	32	35	38	32	29	41	44	28	22	19	26	22	20	33	24	17
ENSG00000139344.7	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
ENSG00000257878.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000111144.9	5	7	5	4	2	10	4	1	4	1	1	4	1	5	2	1
ENSG00000111145.7	1	0	1	0	1	1	0	0	0	2	0	0	0	1	0	1
ENSG00000059758.7	0	1	1	0	0	0	1	0	0	1	1	0	0	0	1	0
ENSG00000258272.1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000188596.9	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0
ENSG00000139350.11	1	0	0	0	1	0	0	1	1	1	3	0	1	0	1	0
ENSG00000201296.1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000245017.2	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0
ENSG00000120802.13	2	10	4	7	9	12	3	6	7	12	5	6	1	10	5	4
ENSG00000257167.2	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	2
ENSG00000075415.12	5	22	26	19	7	32	19	19	16	19	15	16	10	10	12	14
ENSG00000166130.14	5	11	8	13	13	15	11	12	10	9	5	5	10	11	18	10
ENSG00000120868.13	0	1	0	0	0	1	1	1	1	0	1	0	1	3	0	0
ENSG00000280088.1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
ENSG00000111647.12	1	1	3	2	1	0	2	0	3	3	1	0	2	2	2	2
ENSG00000238105.7	0	1	1	0	0	1	0	3	0	3	0	0	0	0	0	0
ENSG00000075089.9	1	4	4	5	0	2	3	2	6	7	3	1	4	4	2	6
ENSG00000257489.6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000166153.16	0	1	1	0	1	0	0	0	0	1	0	1	0	0	0	0
ENSG00000136021.17	0	0	1	1	0	2	0	1	0	2	3	1	2	2	0	0
ENSG00000139354.10	1	1	1	0	1	1	0	0	0	2	3	3	0	0	0	0
ENSG00000120800.4	1	0	2	0	0	0	0	1	0	1	0	1	1	0	1	0
ENSG00000120805.13	9	7	7	8	5	9	7	5	5	6	8	8	7	5	9	3
ENSG00000111666.10	3	3	9	3	3	4	4	3	4	5	4	6	4	5	4	7
ENSG00000111670.14	0	1	0	1	0	0	2	1	1	5	4	0	1	1	1	1
ENSG00000258153.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000136048.13	6	4	4	3	2	2	5	3	2	1	2	4	1	2	3	6
ENSG00000120860.10	6	6	7	9	12	8	11	8	6	6	4	5	2	12	3	5
ENSG00000257222.1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000075188.8	7	8	9	10	2	11	2	9	4	8	7	7	5	11	5	11
ENSG00000185480.11	3	1	2	2	2	1	2	1	1	1	1	2	1	2	1	2
ENSG00000281344.1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
ENSG00000017427.15	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
ENSG00000111696.11	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000257327.1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000166598.12	19	21	19	16	17	33	27	23	17	47	33	20	20	29	24	21
ENSG00000214198.7	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000265072.1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000204954.9	1	3	9	5	1	5	4	3	3	2	3	5	3	4	3	6
ENSG00000139372.14	5	3	4	3	7	5	4	5	10	11	8	5	4	2	7	6
ENSG00000215976.1	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0
ENSG00000120820.12	0	2	1	2	0	1	0	1	2	2	0	2	0	0	1	1
ENSG00000111727.11	1	1	0	0	0	1	2	0	0	1	0	0	0	0	0	1
ENSG00000199415.1	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0
ENSG00000120837.7	1	1	1	3	2	3	0	1	1	3	2	1	0	5	1	3
ENSG00000198431.15	7	9	19	7	13	21	9	16	18	24	11	13	6	15	15	14
ENSG00000213442.5	45	66	65	58	59	81	40	55	49	51	64	51	47	58	41	39
ENSG00000257732.1	2	1	4	1	2	0	1	0	2	3	1	0	2	0	0	2
ENSG00000255150.1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000171310.10	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000136052.9	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0	3
ENSG00000151131.9	3	4	9	7	5	4	7	5	4	0	5	7	5	5	10	5
ENSG00000257999.1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
ENSG00000136051.13	1	0	1	1	1	1	3	0	3	3	2	1	1	0	2	0
ENSG00000235162.8	6	4	7	2	7	9	3	3	6	3	4	5	6	6	3	6
ENSG00000136044.11	1	1	0	0	0	0	0	1	0	0	0	1	2	3	0	0
ENSG00000074590.13	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0
ENSG00000166046.10	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1
ENSG00000136026.13	1	2	1	1	0	1	0	1	0	0	2	1	0	1	0	0
ENSG00000013503.9	1	1	1	1	0	0	0	1	0	2	0	2	0	1	1	0
ENSG00000111785.18	2	1	3	1	1	0	0	0	0	1	0	3	1	0	2	0
ENSG00000257545.4	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0
ENSG00000260329.1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1
ENSG00000151135.9	4	2	3	0	0	3	1	0	1	3	4	2	0	0	2	1
ENSG00000120832.9	0	0	5	1	0	2	0	2	0	0	0	2	1	3	0	2
ENSG00000008405.11	0	1	1	1	0	0	0	0	1	0	0	0	0	1	1	3
ENSG00000136045.11	9	8	7	8	5	3	8	4	8	10	9	7	2	10	9	6
ENSG00000110851.11	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0
ENSG00000257398.6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000198855.6	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000075856.11	0	1	0	1	0	0	0	0	0	2	0	0	1	1	0	0
ENSG00000136003.15	15	14	12	15	11	12	15	18	9	6	14	14	11	11	14	13
ENSG00000257221.1	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000110876.9	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0
ENSG00000110880.10	1	3	3	0	0	1	3	1	1	1	4	1	3	0	0	1
ENSG00000084112.14	1	2	0	0	2	2	0	0	0	1	2	1	0	2	0	0
ENSG00000135093.12	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0
ENSG00000189046.10	2	0	1	1	3	5	2	2	3	0	0	3	0	0	1	3
ENSG00000076248.10	2	3	2	3	1	2	4	2	1	1	2	0	1	3	2	1
ENSG00000076555.15	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000174527.9	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0
ENSG00000151148.13	2	1	2	1	0	2	0	2	3	2	1	0	3	0	1	0
ENSG00000110906.12	0	0	3	0	0	0	0	0	1	1	0	2	0	0	0	0
ENSG00000110921.11	0	0	0	0	1	0	1	0	1	1	0	1	1	0	2	0
ENSG00000139428.11	6	10	3	7	2	9	4	5	9	9	3	5	5	2	3	1
ENSG00000256351.1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000139433.9	1	0	0	0	0	0	3	0	1	1	0	0	0	0	0	1
ENSG00000139437.17	1	1	1	1	0	1	1	1	1	4	2	0	0	6	0	1
ENSG00000139436.20	0	0	1	0	1	0	0	0	0	3	0	0	0	1	2	0
ENSG00000076513.16	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0
ENSG00000174456.13	0	1	2	1	0	1	2	0	0	1	0	1	0	1	1	1
ENSG00000122970.15	1	0	2	1	2	1	2	2	0	3	1	1	0	1	2	0
ENSG00000174437.16	1	3	0	2	0	1	0	1	1	2	0	0	0	2	1	2
ENSG00000196510.12	0	2	0	1	2	2	1	1	2	4	4	2	2	2	1	2
ENSG00000258011.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000258210.1	6	11	15	8	16	15	9	9	14	16	8	7	4	21	7	14
ENSG00000111229.15	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000204856.11	7	3	5	4	3	8	3	5	8	4	8	6	3	8	1	5
ENSG00000111231.8	4	4	6	3	6	5	4	6	5	5	4	2	2	12	4	8
ENSG00000202335.1	0	2	1	0	0	1	0	0	0	2	0	0	0	0	0	0
ENSG00000278993.1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000151164.18	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000111237.18	40	37	41	30	41	44	31	42	31	38	30	26	24	42	30	23
ENSG00000196850.5	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000204852.15	3	0	0	1	1	1	0	1	0	2	0	1	0	1	1	2
ENSG00000122986.13	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000186298.11	6	5	3	6	5	4	5	1	6	3	3	9	4	3	5	5
ENSG00000198324.13	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ENSG00000257595.2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000204842.14	0	0	1	0	0	1	1	0	0	2	1	0	1	2	1	1
ENSG00000089234.15	2	0	2	0	0	1	0	0	1	1	0	1	1	0	0	2
ENSG00000111271.14	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000257767.2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000111275.12	0	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0
ENSG00000089022.13	1	0	1	2	0	2	1	0	2	2	0	2	1	1	0	0
ENSG00000234608.7	3	3	3	2	0	4	4	3	2	1	1	2	0	3	2	2
ENSG00000198270.12	1	0	0	0	0	1	0	0	1	0	1	2	1	0	2	2
ENSG00000089248.6	12	10	16	8	7	12	8	12	11	11	16	8	6	11	11	11
ENSG00000274227.1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000266370.1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000111300.9	2	0	2	2	0	0	2	0	2	1	1	1	0	3	1	2
ENSG00000135148.11	0	5	3	1	4	1	0	1	2	2	0	0	0	0	0	0
ENSG00000273826.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000173064.10	2	1	2	0	1	1	0	1	1	3	0	1	0	0	1	0
ENSG00000179295.15	3	2	2	4	8	5	3	7	15	16	9	7	8	2	5	6
ENSG00000089009.15	33	29	31	27	42	41	21	28	24	25	31	37	19	26	25	17
ENSG00000089127.12	1	4	1	0	4	1	2	6	4	5	1	5	3	5	5	2
ENSG00000111331.12	1	0	0	0	0	0	1	2	2	0	1	0	2	1	0	0
ENSG00000257452.1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000276908.1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
ENSG00000123064.12	0	3	1	1	1	0	2	1	1	1	0	3	1	0	1	0
ENSG00000139405.15	3	1	2	1	2	7	2	0	0	3	3	1	1	1	1	1
ENSG00000257286.1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000186815.12	0	0	0	0	0	1	0	0	0	1	0	0	1	1	1	0
ENSG00000166578.9	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0
ENSG00000151176.7	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1
ENSG00000089060.11	0	2	0	0	0	2	1	1	2	1	0	1	0	2	0	0
ENSG00000139410.14	5	1	3	3	2	8	1	4	1	2	1	3	2	1	2	3
ENSG00000135094.10	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000249550.6	0	1	1	0	0	1	0	1	0	0	0	0	1	0	0	0
ENSG00000122965.10	0	0	1	1	0	2	0	0	3	0	0	0	0	1	2	0
ENSG00000135111.14	2	1	2	0	2	1	1	2	2	3	2	0	2	3	4	1
ENSG00000257683.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000258337.1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000263768.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000123066.7	0	2	1	0	1	2	1	2	1	4	4	1	0	1	2	0
ENSG00000258102.3	0	0	0	0	1	2	0	0	0	2	0	1	1	2	0	0
ENSG00000111412.5	0	0	0	0	1	1	1	1	0	3	1	0	2	0	0	1
ENSG00000135119.14	1	0	2	0	3	0	0	0	1	0	1	1	0	0	0	0
ENSG00000135116.9	0	0	1	1	0	0	0	2	0	2	0	1	0	0	0	1
ENSG00000174989.12	0	1	2	0	1	1	0	2	0	1	0	0	0	0	0	0
ENSG00000088992.17	2	7	0	1	2	0	0	3	3	3	1	2	1	1	1	0
ENSG00000258285.1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000135108.14	0	5	1	1	2	2	3	2	2	4	3	2	3	1	1	2
ENSG00000171435.13	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000111445.13	3	2	6	4	4	5	6	10	2	5	4	2	4	5	5	7
ENSG00000277873.1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000176871.8	1	0	0	2	2	0	2	5	0	1	1	2	3	3	2	3
ENSG00000089220.4	11	20	17	17	20	17	19	17	12	37	15	14	16	9	16	22
ENSG00000176834.13	0	1	2	3	2	1	2	1	0	4	2	2	1	3	1	0
ENSG00000240342.3	1	0	2	2	0	1	0	0	0	2	0	0	1	2	1	0
ENSG00000135090.13	0	2	3	0	2	0	0	1	0	1	3	2	0	1	1	0
ENSG00000111707.11	5	4	3	6	6	7	9	9	4	10	7	7	6	4	7	4
ENSG00000139767.8	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0
ENSG00000152137.6	1	0	0	0	2	1	1	0	0	1	1	0	0	0	2	1
ENSG00000213144.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000111725.10	0	1	0	0	0	1	0	0	0	1	1	0	0	1	1	1
ENSG00000122966.13	0	0	0	1	0	1	0	0	1	3	2	0	1	0	1	0
ENSG00000135127.11	0	1	0	1	0	0	0	0	0	2	0	1	0	0	0	0
ENSG00000277283.1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000111737.11	0	1	1	0	0	1	0	0	0	4	1	1	0	0	1	0
ENSG00000089154.10	0	0	2	0	0	2	0	1	1	3	0	0	0	1	0	0
ENSG00000089157.15	197	206	235	208	184	259	168	196	176	204	235	165	161	226	142	170
ENSG00000255857.5	4	5	2	1	2	2	0	2	2	0	2	1	2	3	4	1
ENSG00000089159.15	0	1	0	1	2	1	0	0	0	1	1	0	0	1	0	0
ENSG00000123009.4	1	4	0	1	3	0	1	0	1	0	2	2	2	1	0	2
ENSG00000200795.1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000089163.4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ENSG00000111775.2	1	0	1	1	0	1	0	1	0	1	0	1	0	1	1	0
ENSG00000111780.8	49	50	45	42	36	57	33	37	26	32	40	32	34	56	44	30
ENSG00000170855.3	7	13	10	2	6	11	4	3	4	6	11	9	5	6	10	4
ENSG00000257218.5	3	5	5	3	2	5	5	10	5	4	2	0	5	6	0	3
ENSG00000111786.8	14	16	18	26	23	26	14	17	27	26	12	22	17	16	12	18
ENSG00000088986.10	60	82	75	65	57	85	78	62	50	64	68	56	37	76	61	49
ENSG00000248008.2	3	0	0	0	3	1	3	0	0	1	2	0	0	3	1	2
ENSG00000022840.15	3	0	2	0	1	2	0	0	1	3	0	2	0	3	2	1
ENSG00000110871.14	3	2	7	2	5	3	2	3	4	2	2	4	6	6	2	7
ENSG00000167272.10	15	25	20	20	21	12	10	26	15	18	18	13	13	15	12	12
ENSG00000110917.7	6	5	18	7	4	10	6	5	3	27	5	7	5	12	11	12
ENSG00000175970.8	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000122971.8	0	0	0	0	1	0	0	0	1	2	0	0	1	0	0	0
ENSG00000157837.15	0	0	1	1	0	0	0	1	1	1	0	0	0	2	1	1
ENSG00000244585.1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
ENSG00000157895.11	0	1	0	1	0	1	0	1	1	3	1	0	0	2	1	0
ENSG00000135114.12	0	1	2	0	0	0	0	0	1	2	1	0	0	0	0	1
ENSG00000135124.14	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0
ENSG00000110931.18	0	0	1	0	0	2	0	1	1	1	1	1	0	0	1	2
ENSG00000089053.12	12	9	11	9	11	7	5	4	6	14	17	3	6	18	10	11
ENSG00000170633.16	0	1	2	3	4	2	2	4	5	8	2	3	2	3	3	4
ENSG00000089094.16	1	2	0	3	1	1	1	0	1	1	0	1	0	1	3	0
ENSG00000276045.1	1	2	3	3	6	2	2	2	2	1	1	0	2	3	2	2
ENSG00000139714.12	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000188735.12	0	1	0	0	2	0	0	1	0	0	0	1	2	1	0	0
ENSG00000274292.1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000139725.7	6	3	4	5	11	6	5	6	2	9	2	4	4	5	3	8
ENSG00000139718.10	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2
ENSG00000256811.1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000256950.2	4	5	5	4	7	11	3	3	5	6	7	5	3	2	4	5
ENSG00000158023.9	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000110987.8	0	1	0	3	1	0	0	1	0	1	1	0	0	1	0	1
ENSG00000175727.13	0	0	0	1	0	0	0	0	1	0	0	0	0	2	0	2
ENSG00000184047.15	1	2	7	0	0	1	1	2	4	3	4	4	0	2	1	6
ENSG00000280389.1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000256861.1	1	0	7	1	2	3	0	2	0	1	0	1	1	2	0	2
ENSG00000214760.2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000130779.19	2	3	0	1	1	0	1	2	0	5	0	1	3	1	0	3
ENSG00000033030.13	0	0	1	2	0	0	0	0	2	3	0	1	4	0	1	0
ENSG00000111011.17	3	3	3	6	3	7	2	4	3	3	3	7	2	5	2	2
ENSG00000184445.11	0	3	2	1	1	0	0	1	1	1	0	0	0	0	1	1
ENSG00000139726.10	6	6	4	0	5	4	3	4	3	5	4	8	4	9	9	8
ENSG00000130783.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000130787.13	0	0	0	0	1	1	0	3	1	0	0	0	0	0	0	1
ENSG00000280138.1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0
ENSG00000139722.6	0	0	0	1	1	0	1	1	0	1	0	0	0	0	0	0
ENSG00000256028.2	0	0	0	1	1	2	0	0	1	2	0	0	1	0	0	1
ENSG00000182196.13	18	9	16	17	12	21	9	17	17	25	14	17	17	17	13	17
ENSG00000150967.17	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000090975.12	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0
ENSG00000280120.1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000130921.7	2	1	4	7	3	3	2	7	4	12	5	5	0	4	2	2
ENSG00000051825.14	1	2	2	1	1	3	0	2	0	4	0	1	1	0	1	0
ENSG00000235423.8	7	4	22	10	7	9	14	5	12	17	8	7	6	19	5	7
ENSG00000111328.6	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
ENSG00000256092.2	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0
ENSG00000139697.11	0	1	4	5	2	0	1	1	0	2	0	2	2	1	2	1
ENSG00000183955.12	3	1	4	1	1	0	1	0	2	2	2	1	4	2	3	0
ENSG00000150977.10	3	2	4	1	0	0	1	0	1	0	0	1	1	1	1	0
ENSG00000184209.14	3	4	1	2	0	3	2	0	1	3	1	2	2	3	2	2
ENSG00000280328.1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000188026.11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
ENSG00000086598.10	10	6	24	16	13	13	6	10	9	12	13	18	11	17	13	10
ENSG00000247373.3	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000111364.15	0	0	0	0	1	1	1	2	2	3	2	1	1	2	1	0
ENSG00000206897.1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0
ENSG00000111358.13	1	0	1	1	0	1	2	3	0	3	0	1	1	0	0	4
ENSG00000111361.12	2	4	2	1	4	2	3	1	2	6	3	2	3	4	2	2
ENSG00000278861.1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000168778.11	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0
ENSG00000185344.13	0	1	2	0	0	0	0	0	0	0	0	0	1	2	0	1
ENSG00000270061.1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000119242.8	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0
ENSG00000178882.13	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000274874.1	3	0	2	1	0	1	1	2	2	2	0	1	0	2	1	1
ENSG00000196498.13	2	0	2	0	0	1	0	1	0	0	2	0	0	2	3	0
ENSG00000073060.15	0	2	3	0	2	1	1	0	2	3	1	0	2	2	1	1
ENSG00000150991.14	13	18	22	25	20	30	17	20	10	17	15	9	10	16	14	14
ENSG00000150990.7	0	1	0	2	1	2	2	0	1	1	0	2	0	0	2	0
ENSG00000184992.10	5	9	12	1	4	6	4	4	6	8	5	4	0	3	6	2
ENSG00000280634.1	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0
ENSG00000081760.16	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0
ENSG00000279233.1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000256128.5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000139370.10	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000276122.1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
ENSG00000250208.6	1	1	0	1	0	3	0	1	2	1	0	0	2	3	0	0
ENSG00000111450.13	0	1	7	2	1	1	0	1	2	4	4	2	2	4	5	3
ENSG00000132341.11	62	75	80	73	58	65	40	65	51	68	57	47	37	66	38	49
ENSG00000061936.9	3	2	0	0	3	1	2	0	2	1	0	0	0	2	1	3
ENSG00000256955.2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000177169.9	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000177192.13	0	1	1	0	1	1	2	1	0	1	0	0	4	2	1	0
ENSG00000255992.1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273568.1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000183495.13	0	1	0	1	0	1	2	1	1	3	2	0	1	1	2	0
ENSG00000185684.12	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
ENSG00000184967.6	0	1	1	0	0	0	0	1	1	0	0	1	0	0	1	2
ENSG00000256576.2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
