Variable	GG_1ngS1_1	GG_1ngS1_2	GG_1ngS1_3	GG_1ngS1_4	GG_1ngS1_5	GG_1ngS1_6	GG_1ngS1_7	GG_1ngS1_8	GG_1ngS2_1	GG_1ngS2_2	GG_1ngS2_3	GG_1ngS2_4	GG_1ngS2_5	GG_1ngS2_6	GG_1ngS2_7	GG_1ngS2_8
ENSG00000274124.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000177981.10	1	0	3	0	0	0	1	1	1	2	1	0	0	1	0	1
ENSG00000269514.1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000257735.1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000167528.12	0	0	0	0	0	1	1	0	0	0	1	1	2	1	0	0
ENSG00000273765.1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000221491.2	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0
ENSG00000207313.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000139620.12	3	1	3	4	3	1	2	1	0	2	1	9	0	6	4	2
ENSG00000129315.9	0	0	1	0	0	0	0	3	1	5	2	1	1	0	2	1
ENSG00000174233.11	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000257660.5	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1
ENSG00000167535.7	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000174243.9	0	0	1	0	0	0	1	0	0	1	0	1	1	0	1	1
ENSG00000139537.10	0	0	1	0	0	1	1	0	0	2	0	1	0	0	0	0
ENSG00000134285.10	4	4	5	4	4	3	2	2	3	4	5	5	4	4	3	7
ENSG00000255863.2	6	4	13	4	7	6	2	6	9	11	8	10	5	11	8	6
ENSG00000272822.1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000169884.13	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257913.2	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
ENSG00000181418.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000181929.11	1	3	4	2	2	4	1	1	1	6	4	4	0	2	2	3
ENSG00000167548.14	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000167550.10	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	2
ENSG00000139549.2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000139636.15	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1
ENSG00000258017.1	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1
ENSG00000123416.15	38	43	50	57	47	51	39	48	39	98	45	42	34	47	54	46
ENSG00000167553.14	8	10	18	11	7	18	11	17	9	15	9	12	8	10	7	9
ENSG00000167552.13	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258101.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000258232.2	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSG00000135451.12	14	8	12	15	9	11	9	6	8	9	13	11	3	12	12	9
ENSG00000258334.1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000123352.17	3	3	3	4	4	9	3	7	3	6	6	7	3	7	2	3
ENSG00000187778.13	1	1	4	2	1	2	2	1	1	2	4	1	1	6	3	1
ENSG00000110844.13	0	0	1	0	0	0	0	0	1	2	0	0	0	0	0	0
ENSG00000257243.1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000139644.12	38	27	41	30	23	30	32	29	35	46	29	36	24	40	34	26
ENSG00000161791.13	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0
ENSG00000167566.16	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0
ENSG00000186666.5	1	0	2	1	1	2	1	1	1	0	0	0	1	3	0	1
ENSG00000161798.6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257588.1	0	0	1	1	1	1	1	0	1	0	1	1	0	2	1	2
ENSG00000161800.12	2	1	0	3	2	4	2	3	1	6	5	3	0	0	2	1
ENSG00000110881.11	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000066117.14	0	4	6	6	4	6	4	3	4	5	7	5	2	6	5	2
ENSG00000272368.2	41	55	40	40	35	66	43	42	35	36	45	32	30	52	34	25
ENSG00000139624.12	1	1	2	0	2	1	0	0	0	1	0	3	2	0	1	2
ENSG00000257531.2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257256.1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000050405.13	1	2	2	5	3	3	3	5	5	9	10	5	3	6	1	4
ENSG00000161813.20	3	3	3	3	1	2	5	3	3	4	3	4	4	6	3	2
ENSG00000066084.12	0	1	1	1	1	0	0	2	0	0	0	2	1	3	0	0
ENSG00000123268.8	2	4	3	2	2	3	3	2	2	7	6	2	5	2	5	4
ENSG00000110911.14	2	0	0	4	2	0	1	1	0	3	2	0	0	0	1	0
ENSG00000050426.15	1	0	1	1	3	2	1	2	2	5	0	0	2	0	0	0
ENSG00000277201.1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000110925.6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000135457.9	0	1	1	0	1	0	0	0	1	1	0	0	0	2	0	1
ENSG00000278126.1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000184271.15	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000183283.15	12	12	16	15	8	17	11	12	19	19	14	12	10	16	8	16
ENSG00000170545.16	1	0	0	0	0	1	0	0	1	2	1	2	2	1	0	1
ENSG00000135503.12	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1
ENSG00000123358.19	2	0	2	2	1	4	0	1	1	2	3	1	1	0	2	0
ENSG00000123395.14	3	5	2	4	2	6	5	3	1	4	2	3	3	4	7	4
ENSG00000257663.1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000167767.13	0	1	0	1	1	2	1	1	0	2	4	1	1	1	0	0
ENSG00000257137.5	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
ENSG00000258279.2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000135480.14	23	19	19	14	7	24	15	19	16	19	20	11	12	15	12	19
ENSG00000170442.11	2	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000257830.1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1
ENSG00000205426.10	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0
ENSG00000257675.1	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0
ENSG00000111057.10	151	143	185	147	123	183	128	151	132	186	141	121	94	138	117	125
ENSG00000170421.11	39	46	58	46	37	50	45	53	43	80	50	39	32	55	39	44
ENSG00000265039.1	1	3	0	2	2	1	2	2	0	3	0	0	1	3	0	1
ENSG00000063046.17	1	1	2	3	0	2	1	2	0	4	7	1	0	1	1	1
ENSG00000111077.17	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
ENSG00000257337.6	0	1	2	0	1	0	0	3	2	5	2	2	1	1	1	1
ENSG00000167778.8	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0
ENSG00000167779.7	7	10	7	14	6	12	9	4	10	10	6	14	4	9	6	12
ENSG00000139651.10	2	0	0	1	1	1	0	1	0	0	0	1	0	0	0	0
ENSG00000139631.18	4	1	0	0	1	3	1	2	0	2	0	0	1	1	0	1
ENSG00000172819.16	3	2	0	0	0	0	0	0	1	0	0	1	0	0	0	1
ENSG00000182544.8	1	1	1	1	0	1	2	0	2	2	0	1	3	2	0	0
ENSG00000135476.11	1	2	0	0	1	0	0	1	0	1	0	0	0	0	0	0
ENSG00000123349.13	58	57	67	45	56	58	45	40	42	42	38	32	39	55	35	41
ENSG00000139637.13	3	1	8	2	2	2	1	5	4	0	2	2	2	0	2	5
ENSG00000257605.2	0	1	0	0	0	1	0	0	0	2	1	0	0	0	0	0
ENSG00000094914.12	1	1	2	1	4	4	1	0	0	2	3	2	1	0	0	1
ENSG00000185591.9	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1
ENSG00000257379.1	18	14	20	15	12	26	15	14	10	20	19	16	14	20	16	16
ENSG00000197111.15	8	16	20	15	5	15	12	13	16	26	15	9	7	10	11	11
ENSG00000139625.12	1	2	3	2	0	2	3	2	2	6	3	4	3	3	1	0
ENSG00000139546.10	0	4	3	3	1	1	0	3	0	2	0	0	2	5	1	0
ENSG00000270175.1	0	0	0	0	0	1	0	0	0	1	0	1	1	1	0	0
ENSG00000267281.2	2	5	6	8	5	6	8	4	7	5	3	4	3	4	7	1
ENSG00000135390.17	51	64	81	57	62	73	45	45	54	65	46	37	44	68	54	43
ENSG00000012822.15	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000123364.4	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249641.2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000123388.4	0	0	0	1	0	1	0	1	0	1	1	0	1	2	1	0
ENSG00000228630.5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000180818.4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251151.2	2	0	1	1	0	8	0	2	1	2	0	1	0	1	3	0
ENSG00000273049.1	1	4	1	0	3	2	4	4	2	1	0	1	4	7	2	5
ENSG00000180806.4	0	0	1	3	1	0	0	1	1	1	2	2	0	4	1	0
ENSG00000250133.2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000250451.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000037965.5	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
ENSG00000198353.7	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0
ENSG00000273046.1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
ENSG00000248265.1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000123415.14	6	1	11	6	8	10	0	7	7	5	11	11	6	3	5	8
ENSG00000241785.3	0	0	1	3	0	1	1	1	2	1	1	1	1	1	1	0
ENSG00000257596.1	1	0	1	3	0	1	0	0	0	0	0	2	0	1	0	1
ENSG00000258344.1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000094916.13	9	10	18	18	12	12	11	18	15	26	13	11	17	22	4	8
ENSG00000135486.17	27	32	38	22	17	35	22	20	17	37	16	24	17	21	20	13
ENSG00000123405.13	0	1	0	0	0	0	0	1	1	0	2	0	0	0	0	0
ENSG00000111481.9	14	10	19	2	19	22	10	16	8	15	15	15	10	17	10	12
ENSG00000199122.2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264028.2	0	0	0	1	2	0	0	1	0	1	0	0	0	0	2	1
ENSG00000258137.5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258086.1	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0
ENSG00000161642.17	0	0	0	0	0	0	0	2	1	5	0	0	0	0	0	1
ENSG00000161638.10	2	0	1	1	1	1	1	0	0	1	0	0	1	1	0	1
ENSG00000270858.1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000257350.1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0
ENSG00000170439.6	0	0	1	1	0	1	1	0	0	1	0	0	2	0	0	0
ENSG00000258311.5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000135441.7	36	51	57	45	35	60	37	42	45	39	40	34	34	54	45	30
ENSG00000135437.9	0	1	0	0	0	0	0	0	0	1	1	0	1	1	0	0
ENSG00000258056.2	1	2	0	2	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000135404.11	52	51	65	54	41	74	37	56	40	72	58	49	54	59	41	55
ENSG00000135414.9	1	1	0	2	0	0	0	0	0	2	0	0	0	1	0	0
ENSG00000257509.1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2
ENSG00000205323.8	18	5	18	9	11	14	14	12	11	22	15	20	16	15	12	24
ENSG00000123353.9	18	17	17	10	14	22	16	13	13	19	17	14	10	19	17	10
ENSG00000257390.5	1	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0
ENSG00000182796.12	0	0	0	1	0	0	0	1	0	1	0	1	0	1	0	0
ENSG00000135392.15	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0
ENSG00000257569.1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000065357.19	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000170473.16	3	6	8	6	3	5	2	6	6	10	6	4	1	5	1	5
ENSG00000123374.10	1	0	4	4	4	7	0	3	3	4	1	3	3	3	2	1
ENSG00000185664.14	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000111540.15	2	0	1	1	1	0	2	0	0	4	0	0	2	1	1	1
ENSG00000237493.3	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
ENSG00000139531.12	0	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0
ENSG00000123411.14	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0
ENSG00000197728.9	156	179	193	196	131	222	146	150	133	137	149	138	110	149	127	146
ENSG00000065361.14	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1
ENSG00000257411.1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000170515.13	28	19	22	24	23	15	14	21	22	29	24	25	11	21	19	23
ENSG00000257553.1	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0
ENSG00000229117.8	118	139	146	140	102	171	120	90	93	104	113	85	74	118	93	76
ENSG00000139641.12	0	0	0	0	0	0	2	1	2	1	0	1	0	1	1	0
ENSG00000258317.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000196465.10	6	11	8	7	2	12	6	6	5	10	8	4	4	10	2	4
ENSG00000092841.18	137	180	195	172	136	216	153	157	115	168	162	148	111	173	138	116
ENSG00000139613.11	1	4	1	3	3	5	3	3	5	14	5	5	2	0	3	4
ENSG00000258199.1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
ENSG00000181852.17	1	0	0	2	0	0	0	0	0	0	0	0	2	3	0	1
ENSG00000139579.12	1	2	2	1	3	2	2	0	2	2	0	2	2	1	1	0
ENSG00000139645.9	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1
ENSG00000135469.13	0	1	0	1	0	0	1	0	1	0	0	0	0	1	0	0
ENSG00000257303.1	2	2	1	2	1	3	1	0	0	1	1	1	2	1	0	0
ENSG00000062485.18	4	1	3	2	1	2	3	1	4	5	1	1	1	2	1	1
ENSG00000144785.8	43	52	54	45	43	62	37	50	52	54	56	47	34	52	36	39
ENSG00000110944.8	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
ENSG00000170581.13	0	1	2	1	1	3	0	3	0	0	0	1	1	1	1	1
ENSG00000111602.11	0	1	2	0	2	0	1	0	1	2	1	0	1	0	1	0
ENSG00000176422.12	2	0	2	2	1	0	0	1	0	2	1	0	0	1	2	2
ENSG00000257576.1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000076067.11	1	2	2	0	0	0	1	0	1	2	1	2	0	1	3	0
ENSG00000076108.11	0	0	0	0	1	0	0	0	0	0	1	2	0	2	0	1
ENSG00000110955.8	44	42	49	40	31	66	31	42	35	44	24	29	20	33	25	37
ENSG00000241217.3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
ENSG00000110958.15	16	26	23	17	20	25	13	18	21	13	21	17	14	17	19	11
ENSG00000196531.10	64	73	93	80	67	99	50	58	62	64	76	52	48	72	48	44
ENSG00000198056.13	1	2	6	3	6	2	3	4	1	0	2	2	2	5	2	2
ENSG00000166860.2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000166881.9	1	1	0	0	2	0	1	1	0	0	0	1	1	0	3	1
ENSG00000166886.12	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1
ENSG00000123384.13	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
ENSG00000166888.10	0	1	0	0	0	3	0	1	1	1	0	1	0	0	0	0
ENSG00000182379.9	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000182199.10	1	0	0	1	0	1	2	1	2	2	4	2	1	2	0	0
ENSG00000276727.1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258830.1	0	0	0	1	0	1	0	0	0	0	0	0	0	2	0	1
ENSG00000179912.19	0	0	2	1	0	0	4	2	0	4	0	0	1	2	2	0
ENSG00000166986.12	0	2	1	0	3	0	0	2	2	4	0	1	2	1	1	1
ENSG00000175197.10	3	2	0	2	1	2	2	3	0	0	0	1	0	0	2	2
ENSG00000166987.14	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000175203.15	3	7	4	8	3	15	12	5	4	8	7	7	5	7	4	3
ENSG00000166908.17	1	0	0	2	0	0	0	0	0	0	0	1	1	0	0	0
ENSG00000135454.13	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0
ENSG00000135506.15	0	1	1	0	0	0	1	1	2	2	2	0	1	1	0	0
ENSG00000257342.1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255737.2	1	1	2	0	1	2	0	1	0	1	1	0	0	0	2	1
ENSG00000135452.9	0	3	0	2	3	3	0	1	1	0	0	0	0	1	0	0
ENSG00000139266.5	0	0	1	1	1	0	0	1	0	1	1	0	1	0	0	0
ENSG00000135446.16	20	24	31	17	12	30	21	20	20	21	22	18	17	28	23	24
ENSG00000111012.9	1	0	2	5	3	0	0	1	0	1	1	0	0	1	0	1
ENSG00000037897.16	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
ENSG00000257921.5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000123297.16	8	7	6	8	7	4	3	6	5	12	6	4	3	10	6	7
ENSG00000135407.10	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000175215.9	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0
ENSG00000257698.1	2	9	4	6	3	2	6	5	8	5	8	2	5	5	2	5
ENSG00000166896.7	1	0	1	1	1	1	1	1	0	1	2	3	0	1	2	2
ENSG00000257668.1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000139263.11	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ENSG00000118596.11	0	0	0	0	1	0	0	0	2	2	3	0	1	2	0	1
ENSG00000258184.1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000257528.1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000135655.13	8	3	4	4	2	6	1	5	1	6	2	2	3	6	5	6
ENSG00000198673.10	0	1	2	1	0	1	2	0	0	0	0	1	0	1	1	1
ENSG00000061987.14	0	1	1	3	0	1	2	1	2	3	0	0	0	5	0	0
ENSG00000257568.1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000275180.1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000111110.11	0	0	0	0	2	2	1	0	0	0	1	1	0	0	0	1
ENSG00000139239.7	4	3	2	4	1	4	5	5	2	4	0	2	4	3	5	3
ENSG00000177990.11	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000118600.11	1	3	1	1	1	1	0	3	3	2	0	1	1	6	0	1
ENSG00000196935.8	1	2	4	7	3	2	3	3	1	5	1	3	0	4	0	0
ENSG00000255780.1	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	2
ENSG00000255886.1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000174206.12	0	0	0	0	0	0	1	1	1	1	1	1	1	2	1	1
ENSG00000243024.6	1	0	2	1	0	2	1	0	0	0	0	0	0	0	0	0
ENSG00000184575.11	1	2	2	1	1	2	2	2	1	6	5	1	0	0	0	1
ENSG00000255566.1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000183735.9	3	1	4	1	0	0	2	2	0	2	1	1	1	2	1	2
ENSG00000153179.11	1	0	1	2	1	0	0	0	1	0	0	1	0	0	3	0
ENSG00000135677.10	0	2	0	0	0	2	2	2	0	4	0	3	1	0	1	1
ENSG00000215159.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000111490.12	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
ENSG00000255693.1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000174106.2	1	1	2	0	0	1	0	0	0	0	0	1	0	0	1	0
ENSG00000174099.10	1	2	2	1	3	2	0	4	1	1	4	4	3	4	2	1
ENSG00000256268.1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000149948.13	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000197301.7	2	1	1	3	1	0	2	2	3	1	0	2	0	0	2	0
ENSG00000256083.1	1	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0
ENSG00000276878.1	1	1	2	3	3	1	1	3	1	0	3	7	1	4	1	1
ENSG00000213343.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000239335.4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000139233.6	3	4	3	3	6	4	4	2	3	5	4	4	4	6	7	7
ENSG00000282031.1	12	11	9	9	6	10	5	5	13	13	8	8	5	10	7	3
ENSG00000228144.2	7	7	10	7	6	11	8	10	10	10	3	7	5	9	7	6
ENSG00000127311.9	0	0	1	0	0	0	0	0	0	2	2	0	0	0	0	0
ENSG00000111530.12	3	2	0	1	4	1	2	0	2	8	2	2	1	3	3	4
ENSG00000127334.10	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000111554.14	0	0	1	1	1	0	1	2	0	0	0	0	0	2	1	0
ENSG00000251301.6	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000127314.17	3	5	2	7	2	3	1	5	7	2	4	3	1	2	2	4
ENSG00000234925.2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000111581.9	2	2	1	1	1	1	2	1	5	4	2	2	2	3	0	3
ENSG00000175782.9	0	1	1	0	2	0	0	0	0	1	1	1	2	0	1	0
ENSG00000135679.21	1	1	4	1	1	1	0	1	2	3	1	2	0	2	0	2
ENSG00000256325.1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000257181.1	0	0	1	0	0	2	1	0	0	0	0	1	0	0	1	0
ENSG00000135678.11	1	2	3	1	2	3	2	1	4	5	3	4	3	7	3	3
ENSG00000111605.16	1	1	4	5	5	6	3	3	4	6	4	2	4	0	4	1
ENSG00000127337.6	4	11	5	8	4	5	1	6	6	5	5	8	8	8	4	8
ENSG00000166225.8	0	0	0	1	0	0	2	0	0	1	2	0	0	2	1	4
ENSG00000166226.12	16	18	26	21	14	18	15	13	18	17	6	13	15	15	11	12
ENSG00000127325.18	0	0	0	0	0	1	1	0	0	0	1	1	1	0	1	0
ENSG00000127328.21	0	0	0	0	0	0	0	0	0	0	2	1	0	2	2	0
ENSG00000258052.1	0	3	2	0	0	1	2	0	2	0	0	0	2	1	2	0
ENSG00000166268.10	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000111596.11	3	1	4	3	1	6	2	2	5	8	3	1	1	0	1	3
ENSG00000257815.5	0	0	0	0	0	1	0	0	0	1	1	1	1	1	0	1
ENSG00000135643.4	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258168.5	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1
ENSG00000277247.1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000127329.14	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
ENSG00000153233.12	0	0	3	0	0	0	1	0	0	0	2	0	0	1	0	0
ENSG00000127324.8	31	41	39	31	38	50	42	46	43	49	39	40	20	62	20	32
ENSG00000173451.6	1	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0
ENSG00000133858.15	1	0	1	0	0	2	1	1	0	1	3	4	2	0	1	3
ENSG00000258064.1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0
ENSG00000139291.13	3	0	1	1	2	0	1	1	0	2	3	1	2	0	0	2
ENSG00000080371.5	0	0	3	0	1	1	1	1	1	2	3	0	0	0	1	0
ENSG00000121749.15	2	3	0	3	0	1	1	1	2	2	4	1	1	3	4	0
ENSG00000072657.8	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
ENSG00000253719.3	1	2	4	3	3	3	1	2	5	5	6	1	2	2	1	1
ENSG00000273987.1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000180881.19	0	1	0	0	0	0	0	0	2	0	0	0	0	1	1	0
ENSG00000139278.9	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000111615.12	0	5	7	2	3	3	2	5	0	3	0	3	5	2	3	2
ENSG00000257329.1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258077.2	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0
ENSG00000139289.13	0	0	0	0	0	0	1	1	1	2	0	2	0	1	0	0
ENSG00000257941.1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
ENSG00000187109.13	12	14	13	21	9	18	20	18	9	27	17	8	3	12	7	18
ENSG00000179941.6	0	0	0	1	0	1	0	0	1	0	1	0	0	0	1	0
ENSG00000091039.16	3	1	3	1	0	0	0	0	0	4	3	2	1	1	4	1
ENSG00000257526.2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0
ENSG00000243071.1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000258090.1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
ENSG00000186908.14	0	1	0	0	0	2	0	1	0	0	0	0	1	1	1	0
ENSG00000175183.9	1	1	0	1	1	2	1	0	1	0	0	0	1	0	2	2
ENSG00000165891.15	0	0	2	2	2	2	3	1	1	8	4	2	1	6	3	1
ENSG00000067715.13	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
ENSG00000257956.1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258048.1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000177425.10	3	1	4	2	2	1	7	4	2	6	2	5	1	1	4	3
ENSG00000058272.15	2	3	0	0	0	8	1	4	2	6	1	4	2	2	1	3
ENSG00000230291.5	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSG00000127720.7	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0
ENSG00000133773.11	5	10	13	3	6	7	3	4	5	6	4	4	7	5	8	6
ENSG00000179104.8	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1
ENSG00000072041.16	2	1	1	1	5	1	2	2	3	6	2	3	0	2	4	0
ENSG00000258073.1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231738.10	3	3	1	2	0	6	2	1	3	4	2	2	0	2	1	2
ENSG00000133640.18	0	1	3	1	1	3	2	1	2	4	0	2	0	2	2	1
